,Criptos Close vechain_loss,Criptos Close vechain_val_loss
0,0.0014538473517235662,0.19603788877321668
1,0.0015709049468629124,0.17262453936840877
2,0.0017101686940459182,0.1609213798006704
3,0.0015161344026261557,0.15049708357527236
4,0.0013300744438551613,0.13790291153694972
5,0.0012113951105231897,0.1241312989395512
6,0.0011438201960899737,0.11092551360445574
7,0.0010882406803386763,0.09894012548953049
8,0.0010154627346287458,0.08774633871868623
9,0.0009286589429844633,0.07676858301005088
10,0.0008418674961748449,0.06591491376565507
11,0.0007622790698939549,0.05552846073242258
12,0.0006851175148617322,0.045846097725482024
13,0.0006077619772673823,0.03705415345174222
14,0.0005306162864685613,0.029304581702001824
15,0.00045476070160723543,0.022730266725382774
16,0.000384654953916103,0.0175784031691199
17,0.0003191619767030039,0.014002587107464302
18,0.00025871603110851337,0.012067197002316555
19,0.00020424250685532907,0.011758486316962675
20,0.00015770527828833057,0.012988420680534742
21,0.00011864480572610263,0.015554303657417456
22,8.671641172283168e-05,0.01915398834288613
23,6.14856675804558e-05,0.023434116974596148
24,4.283305977217176e-05,0.027997204556691746
25,2.9513138760802958e-05,0.03245829218182682
26,2.0385656276359878e-05,0.036498468831058374
27,1.4511564751790667e-05,0.03989123017334741
28,1.0965048430019929e-05,0.042497016366355674
29,8.896736673239141e-06,0.04429726844484156
