,f1v1_loss,f1v1_val_loss
0,0.000335382404804418,0.0753616074888179
1,0.0028877287467302267,0.07333728413169201
2,0.0006657606723441526,0.033939745635367356
3,0.0007978223792919452,0.017932181425679188
4,0.0005359670329977962,0.00857686480650535
5,0.00040822787862537243,0.009720887382102843
6,0.00028232356878241273,0.020598180869665857
7,0.000193524512290847,0.036709560511203915
8,0.00013700235988000557,0.0504352545652252
9,0.00010612325174037746,0.056578502703744635
10,9.02247633738079e-05,0.055819642515136644
11,8.0817058976562e-05,0.051636594670036666
12,7.389002115307118e-05,0.046645807567983866
13,6.798824824453875e-05,0.04189531164816939
14,6.255496714593927e-05,0.03756122459442569
