Date,bitcoin,prediccion_f2v5n4e20
2018-05-02,9235.92,9908.247
2018-05-03,9743.86,9787.031
2018-05-04,9700.76,9818.315
2018-05-05,9858.15,9922.33
2018-05-06,9654.8,9919.449
2018-05-07,9373.01,9971.271
2018-05-08,9234.82,10016.683
2018-05-09,9325.18,9885.114
2018-05-10,9043.94,9639.564
2018-05-11,8441.49,9433.769
2018-05-12,8504.89,9085.228
2018-05-13,8723.94,8489.399
2018-05-14,8716.79,8261.971
2018-05-15,8510.38,8244.106
2018-05-16,8368.83,8307.125
2018-05-17,8094.32,8202.12
2018-05-18,8250.97,8057.9956
2018-05-19,8247.18,7806.4077
2018-05-20,8513.25,7828.6685
2018-05-21,8418.99,7763.0776
2018-05-22,8041.78,7861.6265
2018-05-23,7557.82,7823.2324
2018-05-24,7587.34,7565.131
2018-05-25,7480.14,7224.3564
